algorithm_version,doi,doi_resolver,evidence,free_fulltext_url,is_boai_license,is_free_to_read,is_subscription_journal,license,oa_color,title,url
2,10.17150/2308-6203.2018.7(2).279-288,crossref,open (via free pdf),http://jq.bgu.ru/classes/pdfDL.ashx?id=22029,FALSE,TRUE,FALSE,NA,gold,Коммуникативный потенциал PR-текстов в свете постмодернистской парадигмы,https://doi.org/10.17150/2308-6203.2018.7(2).279-288
2,10.1146/annurev-statistics-031017-100547,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Words, Words, Words: How the Digital Humanities Are Integrating Diverse Research Fields to Study People",https://doi.org/10.1146/annurev-statistics-031017-100547
2,10.4018/jitr.2018010101,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Systematic Literature Reviews in Social Sciences and Humanities,https://doi.org/10.4018/jitr.2018010101
2,10.1080/0048721x.2018.1445601,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Turning students into scholars: using digital methods to teach the critical study of religion,https://doi.org/10.1080/0048721x.2018.1445601
2,10.1080/0048721x.2018.1445603,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Collaborative scholarly communities and access in the study of material and visual cultures of religion,https://doi.org/10.1080/0048721x.2018.1445603
2,10.1080/0048721x.2018.1445073,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,@Preacher_Bot: an experiment in evangelical speech making,https://doi.org/10.1080/0048721x.2018.1445073
2,10.1080/02665433.2017.1359104,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Inventing Grand Paris: metropolitan planning history and its valorization,https://doi.org/10.1080/02665433.2017.1359104
2,10.1108/dlp-08-2017-0029,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Innovative management strategies for building and sustaining a digital initiatives department with limited resources,https://doi.org/10.1108/dlp-08-2017-0029
2,10.1016/j.evopsy.2017.10.002,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,"Addiction au virtuel : l’inquiétante étrangeté, le pharmakon et le corps",https://doi.org/10.1016/j.evopsy.2017.10.002
2,10.1080/10304312.2018.1404679,crossref,NA,NA,FALSE,FALSE,TRUE,NA,closed,Re/mediating the archive: building Alternative Toronto,https://doi.org/10.1080/10304312.2018.1404679
